Title,Author,Author affiliation,Source,Sponsor,Publisher/Repository,Volume and Issue,Pages,Issue date,Monograph title,Publication year,ISSN,E-ISSN,ISBN13,DOI,Conference name,Conference date,Conference location,Abstract,Number of references,Main Heading,Controlled/Subject terms,Uncontrolled terms,Classification code,IPC code,Treatment,Funding details,Funding text,Open Access type(s),Database,Copyright,Data Provider
"Some New Results With k -Set Agreement","Delporte-Gallet, C. (1); Fauconnier, H. (1); Safir, M. (1, 2) ","(1) Institut de Recherche en Informatique Fondamentale, France (2) Université Polytechnique Mohammed VI Benguerir, College of Computing, Morocco ","Networked Systems: 12th International Conference, NETYS 2024, Proceedings. Lecture Notes in Computer Science (14783)","","Springer Nature, Berlin, Germany","","83-99","2024","","","","","978-3-031-67321-4","10.1007/978-3-031-67321-4_5","International Conference on Networked Systems","2024","Rabat, Morocco","In this article, we investigate the solvability of k -set agreement among n processes in distributed systems prone to different types of process failures. k -set agreement allows each process to propose a value and decide a value such that at most k different values are decided by the correct processes, in such a way that, if all the correct processes propose the same value v , they will decide v . We specially explore two scenarios: synchronous message-passing systems prone to up to t Byzantine failures of processes, and asynchronous shared memory systems prone to up to t crash failures. Our goal is to address the gaps left by previous works [ 4 , 8 , 15 ] in these areas. In the message passing system with Byzantine failures we enrished the system with authentication, we present an algorithm that ensures k -set agreement in only two rounds, with no constraints on the number of faults t , with k determined as k ≥ ⌊n/n - t ⌋ + 1 , and an optimal algorihtm ensuring k -set agreement in t + 1 rounds for k ≥ ⌊n/n-t⌋. While in the crash asynchronous shared memory systems, we introduce an algorithm that ensure k -set agreement when n > 2 t for k ≥ ⌊ n-t/n-2t ⌋+1, and an impossibility result for k ≤ ⌊n-t/n-2t⌋-1 .","18",,"authorisation - message passing - shared memory systems","asynchronous shared memory systems - authentication - Byzantine failures - correct processes - distributed systems - k -set agreement - optimal algorihtm - synchronous message-passing systems","C5440 Multiprocessing systems - C6130S Data security","G06F15/16 - G06F21/00","Practical (PRA)",,,,"Inspec","Copyright 2025, The Institution of Engineering and Technology","Engineering Village"
"Q-COSMIC: Quantum Software Metrics Based on COSMIC (ISO/IEC19761)","Valdés-Souto, Francisco (1); Perez-Gonzalez, Hector G. (2); Perez-Delgado, Carlos A. (3) ","(1) Universidad Nacional Autónoma de México, Mexico City, Mexico (2) Universidad Autónoma de San Luis Potosí, San Luis Potosí, Mexico (3) University of Kent, School of Computing, Canterbury; CT2 7NF, United Kingdom ","arXiv","","arXiv","","","February 13, 2024","","2024","","23318422","","10.48550/arXiv.2402.08505","","","","Quantum engineering seeks to exploit quantum information to build, among others, computing, cybersecurity, and metrology technologies. Quantum Software Engineering (QSE) focuses on the information processing side of these technologies. Historically, quantum (software) engineering has focused on development in controlled research environments and 'in the small'. As the field progresses, we should expect to see more large-scale quantum systems to be deployed as 'real-world' products and services. An essential tool in (classical) software engineering and development has been software size metrics. Calculating/estimating the size of a piece of software, to be developed or pre-existing, is an essential step in its engineering. Quantum software will be no different. Here we introduce Q-COSMIC, a technique for measuring the functional size of quantum software, based on the well-regarded COSMIC standard (ISO/IEC19761) for classical software. © 2024, CC BY.","15","ISO Standards","Cosmology - Quantum optics - Software engineering","Cyber security - Large-scales - Product and services - Quantum engineering - Quantum Information - Quantum system - Real-world - Research environment - Software metrics - Software size","657.2 Extraterrestrial Physics and Stellar Phenomena - 723.1 Computer Programming - 741.1 Light/Optics - 902.2 Codes and Standards - 931.4 Quantum Theory; Quantum Mechanics","",,,,,"Compendex","Compilation and indexing terms, Copyright 2026 Elsevier Inc.","Engineering Village"
"A Domain Specific Language for Testing Distributed Protocol Implementations","Dragoi, C. (1); Nagendra, S. (2, 3); Srivas, M. (3) ","(1) INRIA, ENS, France (2) Universite Paris Cite, France (3) Chennai Mathematical Institute, India ","Networked Systems: 12th International Conference, NETYS 2024, Proceedings. Lecture Notes in Computer Science (14783)","","Springer Nature, Berlin, Germany","","100-17","2024","","","","","978-3-031-67321-4","10.1007/978-3-031-67321-4_6","International Conference on Networked Systems","2024","Rabat, Morocco","Large-scale, fault-tolerant, distributed systems are the backbone for many critical software services. Since they must execute correctly in a possibly adversarial environment with arbitrary communication delays and failures, the underlying algorithms are intricate. In particular, achieving consistency and data retention relies on intricate consensus (state machine replication) protocols. Ensuring the reliability of implementations of such protocols remains a significant challenge because of the enormous number of exceptional conditions that may arise in production. We propose a methodology and a tool called Netrix for testing such implementations that aims to exploit programmer's knowledge to improve coverage, enables robust bug reproduction, and can be used in regression testing across different versions of an implementation. As evaluation, we apply our tool to a popular proof of stake blockchain protocol, Tendermint, which relies on a Byzantine consensus algorithm, a benign consensus algorithm, Raft, and BFT-Smart. We were able to identify deviations of the implementation from the protocol specification and validate corrections on an updated implementation. Additionally, we were able to confirm the presence of known bugs in previous versions.","27",,"blockchains - cryptographic protocols - finite state machines - high level languages - multi-agent systems - program debugging - program testing - software fault tolerance","arbitrary communication delays - benign consensus algorithm - BFT-Smart - bug reproduction - Byzantine consensus algorithm - data retention - distributed protocol implementations - distributed systems - domain specific language - fault-tolerant - intricate consensus protocol specification - Netrix - Raft - regression testing - software services - stake blockchain protocol - state machine replication","C6110B Software engineering techniques - B6120D Cryptography - C6130S Data security - C6140D High level languages - C6150G Diagnostic, testing, debugging and evaluating systems - B6150M Protocols - C6160B Distributed databases - C6210 Knowledge based systems","H04L9/00 - H04L67/01 - G06F9/44 - G06F21/00 - G06F11/36 - G06N5/00","Practical (PRA)",,,,"Inspec","Copyright 2025, The Institution of Engineering and Technology","Engineering Village"
"Fish Image Classification Based on MobileNetV2 with Transfer Learning Technique for Robotic Application in Aquaculture","Van Nghia, L. (1); Van Tuyen, T. (2); Ronzhin, A. (1) ","(1) St. Petersburg Federal Research Center of the Russian Academy of Sciences (SPC RAS), 39, 14Th Line V.O., St. Petersburg, Russia (2) Le Quy Don Technical University, Viet Nam ","Interactive Collaborative Robotics: 9th International Conference, ICR 2024, Proceedings. Lecture Notes in Computer Science, Lecture Notes in Artificial Intelligence (14898)","","Springer Nature, Berlin, Germany","","201-12","2024","","","","","978-3-031-71360-6","10.1007/978-3-031-71360-6_15","International Conference on Interactive Collaborative Robotics","2024","Mexico City, Mexico","Intelligent aquaculture helps solve the problems of traditional aquaculture by applying smart production methods. The combination of technology and the art of farming has opened the door to the smart seafood industry, where artificial intelligence, IoT and automation systems are effectively applied and are completely changing management. From water quality management to monitoring the health of farm animals, harvesting, and feeding are all done automatically and quickly with high efficiency. Among them, fish classification is an essential task in smart aquaculture. In the field of image classification DCNN has achieved remarkable successes. However, applying DCNN models also requires a large amount of data to train the model and a long training time. Therefore, applying a model based on MobileNetv2 has solved these problems. In this article, the fish image classification method based on MobileNetv2 with Transfer learning is applied. We used the MobileNetV2 network pre-trained by the ImageNet dataset as the base network and added the following layers to the base model and Softmax classifier, this new model is Adam optimized. This method finally achieved a classification accuracy of 98.18% in the test dataset of 330 images of 5 fish types.","27",,"aquaculture - artificial intelligence - convolutional neural nets - deep learning (artificial intelligence) - feature extraction - image classification - Internet of Things - learning (artificial intelligence) - pattern classification - quality management - water quality","5 fish types - applying DCNN models - artificial intelligence - automation systems - base network - classification accuracy - farm animals - fish classification - fish image classification method - image classification DCNN - intelligent aquaculture - long training time - MobileNetV2 network pre-trained - robotic application - smart aquaculture - smart production methods - smart seafood industry - traditional aquaculture - Transfer learning technique - water quality management","E3010 Agriculture - C5260B Computer vision and image processing techniques - C5620D Internet of Things - B6135E Image recognition - C6264 Neural nets - C7330 Biology and medical computing - C7860 Agriculture, forestry and fisheries computing","G16B - H04L12/28 - G16Y - G06T - A01 - G06N3/02 - A01K61/00 - G06N20/00","Practical (PRA); Theoretical or Mathematical (THR)",,,,"Inspec","Copyright 2024, The Institution of Engineering and Technology","Engineering Village"
"Sharding in Permissionless Systems in Presence of an Adaptive Adversary","Anceaume, E. (1); Frey, D. (1); Rauch, A. (1) ","(1) University of Rennes, France ","Networked Systems: 12th International Conference, NETYS 2024, Proceedings. Lecture Notes in Computer Science (14783)","","Springer Nature, Berlin, Germany","","1-31","2024","","","","","978-3-031-67321-4","10.1007/978-3-031-67321-4_1","International Conference on Networked Systems","2024","Rabat, Morocco","We present SplitChain, a protocol intended to support the creation of scalable proof-of-stake and account-based blockchains without undermining decentralization and security. This is achieved by using sharding, i.e. by splitting the blockchain into several lighter chains managed by their own disjoint sets of validators called shards. These shards balance the load by processing disjoint sets of transactions in parallel. SplitChain distinguishes itself from other sharded blockchains by reducing the synchronization constraints among shards while maintaining security guarantees in an asynchronous setting. A dedicated routing protocol enables transactions to be redirected between shards with a low number of hops and messages. Finally, the protocol is designed to dynamically adapt the number of shards to the system load to avoid over-dimensioning issues encountered in static sharding-based solutions.","11",,"blockchains - cryptocurrencies - cryptographic protocols - routing protocols - transaction processing","adaptive adversary - blockchain - disjoint sets - over-dimensioning issues avoidance - permissionless systems - sharded blockchains - SplitChain - static sharding-based solutions - validators","B6120D Cryptography - C6130S Data security - B6150P Communication network design, planning and routing - B6150M Protocols - C6160B Distributed databases - C7120 Financial computing","H04L9/00 - H04L67/01 - H04W16/00 - H04W40/00 - G06F21/00 - G06Q30/00 - G06Q40/00 - G06F9/44","Practical (PRA); Theoretical or Mathematical (THR)",,,,"Inspec","Copyright 2025, The Institution of Engineering and Technology","Engineering Village"
"A Parallel Steganography Algorithm Using a New Secret Key Generation","Al-Jarah, A.I.H. (1); Arjona, J.L.O. (2) ","(1) National Autonomous University of Mexico, Postgraduate in Science and Computing Engineering, Mexico (2) Mathematics department, Science faculty National Autonomous University of Mexico, Mexico ","2024 IEEE 15th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON)","Smart;ICCC;IEEE;IEM;UEM","IEEE, Piscataway, NJ, USA","","356-65","2024","","","","","979-8-3315-4090-6","10.1109/UEMCON62879.2024.10754748","2024 IEEE 15th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON)","2024","Yorktown Heights, NY, USA","Computation has mostly used parallelism for high-performance computation, and multicore processors have gained popularity because they offer better processing time. However, one of the most challenging tasks to achieve is securely exchange confidential data over the network between sender and receiver. The research work in this paper explains how secret key steganography, combined with parallel processing, is utilized to conceal secret data within an image. The proposed algorithm describes and focuses on the generation method of a secret key while merging it with the Least Significant Bit (LSB) algorithm to achieve robustness, as well as parallel computing to improve the processing time in both the encoding/decoding phases. The proposed algorithm adds another layer of security by adding a robustness parameter (secret key), convenient for keeping secret, confidential, and crucial data. Parallel processing, combined with the new method to formulate the secret key is the novelty and strongest attribute of the proposed algorithm. When parallel computing is applied, the process speeds up compared with the same algorithm in the sequential version. The results are compared with the LSB algorithm in terms of the peak signal to noise ratio (PSNR) and mean square error (MSE) values, aspiring to present that the proposed algorithm adds robustness without affecting image imperceptibility.","18",,"image coding - mean square error methods - multiprocessing systems - parallel processing - steganography","confidential, data - crucial data - generation method - high-performance computation - Least Significant Bit algorithm - LSB algorithm - new secret key generation - parallel computing - parallel processing - parallel steganography algorithm - parallelism - processing time - robustness parameter - secret data - secret key steganography - securely exchange confidential data","C5260B Computer vision and image processing techniques - B6120D Cryptography - C6130S Data security - B6135C Image and video coding","H04L9/00 - G06T - G06F21/00 - G06T9/00","Practical (PRA); Theoretical or Mathematical (THR)",,,,"Inspec","Copyright 2024, The Institution of Engineering and Technology","Engineering Village"
"Digital governance in Latin America: A comprehensive analysis and future perspectives","Juárez-Merino, M.A. (1) ","(1) National Autonomous University of Mexico, Regional Center for Multidisciplinary Research, Mexico ","Journal of Smart Cities and Society","","SAGE Publications, USA","v 4, n 4","232-42","2025","","","2772-3585","","","10.1177/27723577251388360","","","","Digital transformation has become a decisive factor across many spheres of human life, from the most mundane activities to the modernization of the public sector. This phenomenon has a global impact, extending to regions such as Latin America, whose characteristics demand an in-depth study grounded in their specific context. In this article, we analyze—using a comparative and multidimensional approach—the evolution of digital governance in cities and regional governments, incorporating the experiences of Mexico City, Buenos Aires, and Santiago. We examine key dimensions such as citizen participation, interoperability, the digitization of administrative procedures, cybersecurity, digital education, and innovation in public administration. Furthermore, we explore the regulatory challenges and the opportunities that digital transformation offers to reduce bureaucracy, combat corruption, and promote social inclusion. The study employs a robust methodological framework based on semi-structured interviews, document analysis, a systematic literature review, and data triangulation, complemented by up-to-date sources from international organizations such as the OECD, ECLAC, the World Bank, CAF, and UNESCO.","34",,"data governance - government data processing - open systems - public administration - security of data","buenos aires - bureaucracy - CAF - citizen participation - combat corruption - cybersecurity - digital education - digital governance - digital transformation - document analysis - ECLAC - global impact - human life - international organizations - Latin America - methodological framework - Mexico city - multidimensional approach - OECD - public administration - public sector - regional governments - Santiago - UNESCO","E0400 Information technology - C6130S Data security - C6190 Distributed systems software - C7130 Public administration","G06Q50/26 - G06F21/00 - G06Q10/00 - G06F16/215","General or Review (GEN); Practical (PRA)",,,,"Inspec","Copyright 2026, The Institution of Engineering and Technology","Engineering Village"
"Energy Analysis of a Broadcast MAC Protocol for IEEE 802.11bc Enhanced Broadcast Services","Boujnoui, A. (1); Escoto, J.J.C. (2); Gomez, J. (3); Orozco-Barbosa, L. (4); Haqiq, A. (5) ","(1) Moulay Ismail University of Meknes, LMPA Laboratory, Morocco (2) Universidad Nacional Autonoma de Mexico, Department of Computer Engineering, Mexico (3) Universidad Nacional Autonoma de Mexico, Department of Telecommunications Engineering, Mexico (4) University of Castilla-La Mancha, Albacete Research Institute of Informatics, Spain (5) Hassan First University of Settat, Faculty of Sciences and Techniques, Mobility and Modeling Laboratory: IR2M, Morocco ","2025 14th IFIP/IEEE International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks (PEMWN)","","IEEE, Piscataway, NJ, USA","","1-6","2025","","","","","978-3-903176-76-8","10.23919/PEMWN67312.2025.11304070","2025 14th IFIP/IEEE International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks (PEMWN)","2025","Paris, France","In this paper, we conduct an energy consumption analysis of a broadcast access mechanism over IEEE 802.11 networks. By assuming non-saturated conditions, we provide a statistical model of the energy consumed during one cycle period, defined as the duration between two successful broadcast transmissions. The model includes a characterization of the medium access transmission mechanism. Our results show that the broadcast protocol is a good candidate to be included in future amendments of the IEEE 802.11 standard.",,,"access protocols - broadcast communication - computer network reliability - energy consumption - reinforcement learning - RSSI - wireless LAN","broadcast access mechanism - broadcast MAC protocol - broadcast protocol - energy analysis - energy consumption analysis - IEEE 802.11bc enhanced broadcast services - medium access transmission mechanism - statistical model - successful broadcast transmissions","B0170N Reliability - C5620L Local area networks - C5640 Protocols - B6150M Protocols - B6210L Computer communications - B6250 Radio links and equipment","H04L12/28 - H04L67/01 - H04B7/00 - H04W - H04W84/18 - G01S11/00 - G06N20/00 - H04W84/12","Practical (PRA)",,,,"Inspec","Copyright 2026, The Institution of Engineering and Technology","Engineering Village"
"Optimising large-scale solar-based distributed energy generation systems in high-density urban areas: An integrated approach using geospatial and techno-economic modelling","Gonzalez-Carreon, K.M. (1, 2); García Kerdan, I. (3) ","(1) Universidad Nacional Autonoma de Mexico, Faculty of Engineering, Mexico (2) University of Southampton - Boldrewood Innovation Campus, Faculty of Engineering and Physical Sciences, United Kingdom (3) Tecnológico de Monterrey, School of Engineering and Science, Mexico ","Energy","","Elsevier B.V., Netherlands","v 327","136425","1 Jul. 2025","","","1873-6785","","","10.1016/j.energy.2025.136425","","","","Distributed Energy Systems (DES) can potentially reduce carbon emissions in urban areas; however, there is a need for more planning frameworks tailored to high-density urban areas with specific geographical and urban form conditions. This study proposes a methodology that integrates technical and economic criteria for assessing the feasibility of large-scale photovoltaic projects for DES in high-density residential areas over 15-years planning horizon. The objective is to address the challenge of integrating geospatial data and techno-economic criteria to optimise the utilisation of roof space for the installation of photovoltaic systems in urban areas. The authors propose an integral methodology that combines geospatial analysis with energy optimisation modelling to provide realistic energy planning solutions. Additionally, a weighted decision matrix evaluates key variables and determine the optimal scenario. The framework is applied to a case study of the Benito Juarez borough, a 27 km2 area in Mexico City, using 2019 as a base year. Results suggest that initially, installing systems in medium-sized buildings (3-10 floors) is advantageous starting in 2024, while installation for houses (1-2 floors) should begin by 2029. By utilising less than 10 % of the available roof area, a maximum installed capacity of 311 MW with 25 % energy autonomy is possible, while to reach 90 % autonomy, it is necessary to consider a system with storage capabilities. The implementation could represent applicable solutions, for instance, up to 5 % of the total installed capacity of the region's power system, allowing for a significant reduction of CO2 emissions and energy prices. The methodology offers a practical and systematic approach to assessing the best technological options for large-scale solar distributed systems in highly dense urban areas by considering geographical and technical constraints. Furthermore, the framework's multicriteria value analysis can help decision-makers weigh various options' pros and cons and make informed decisions. All rights reserved Elsevier.","83",,"building integrated photovoltaics - buildings (structures) - decision making - distributed power generation - geographic information systems - optimisation - power generation economics - power generation planning","available roof area - CO2/bin - dense urban areas - distributed energy generation systems - energy optimisation modelling - energy prices - geospatial data - high-density residential areas - high-density urban areas - integral methodology - integrated approach - large-scale photovoltaic projects - large-scale solar distributed systems - maximum installed capacity - medium-sized buildings - Mexico City - photovoltaic systems - planning frameworks - realistic energy planning solutions - specific geographical form conditions - techno-economic criteria - techno-economic modelling - urban form conditions","B0260 Optimisation techniques - B8110D Power system planning and layout - B8110B Power system management, operation and economics - B8120K Distributed power generation - B8250 Solar power stations and photovoltaic power systems - B8420 Solar cells and arrays - A8620Q Buildings (energy utilisation) - A8630J Photoelectric conversion; solar cells and arrays","H02S - H02J3/38","Practical (PRA)",,,,"Inspec","Copyright 2025, The Institution of Engineering and Technology","Engineering Village"
"Protection Of Sensitive Personal Information Contained In Digital Files Held By Individuals With Homomorphic Encryption And AI Assistance","Villegas-Jimenez, E.A. (1); Romo-Cabrera, A. (1); Manzano-Calixto, M.A. (1); Tello-Aguilera, L.M. (1); Sanchez-Mata, A.K. (1); Robles-Guerrero, A. (1); Hernandez-Ruiz, P.M. (1) ","(1) Universidad Nacional Autonoma de Mexico, Facultad de Estudios Superiores Aragon, Mexico ","2025 5th International Conference on Electrical, Computer and Energy Technologies (ICECET)","","IEEE, Piscataway, NJ, USA","","1-6","2025","","","","","979-8-3315-3559-9","10.1109/ICECET63943.2025.11472089","2025 5th International Conference on Electrical, Computer and Energy Technologies (ICECET)","2025","Paris, France","In today's digital landscape, the exchange of sensitive personal data via mobile devices is widespread, yet inadequate safeguards often expose users to risks such as identity theft and online harassment. This research introduces Kamplae, a system crafted in Python and deployed through a Flask-based REST API, employing homomorphic encryption and artificial intelligence to protect personal information embedded in digital images. Kamplae secures metadata and bitmap content in jpeg, jpg, and png formats, adhering to legal standards in Mexico and the European Union.The study reviews prior work on personal data protection and the challenges posed by deep fakes, emphasising the need for robust regulatory frameworks to counter digital violence. It explores various encryption methods—symmetric, asymmetric, and hybrid—alongside relevant legal provisions across regions.Kamplae aims to prevent image misuse and foster a secure, ethical digital environment. While promising, it highlights areas for enhancement, such as broader format support and user interface refinement, with limitations tied to specific format compatibility and mobile performance.",,,"application program interfaces - artificial intelligence - cryptography - data privacy - data protection - meta data - Python - user interfaces","AI assistance - artificial intelligence - bitmap content - deep fakes - digital files held - digital images - digital landscape - digital violence - ethical digital environment - European Union.The - Flask-based REST API - homomorphic encryption - hybrid—alongside relevant legal provisions - identity theft - image misuse - inadequate safeguards - Kamplae secures metadata - legal standards - mobile devices - mobile performance - online harassment - personal data protection - png formats - robust regulatory frameworks - secure environment - sensitive personal data - sensitive personal information contained - study reviews - user interface refinement","C5260B Computer vision and image processing techniques - B6120D Cryptography - C6130S Data security","H04L9/00 - G06T - G06F21/00 - G06F8/40","Practical (PRA)",,,,"Inspec","Copyright 2026, The Institution of Engineering and Technology","Engineering Village"
"Concurrent Wait-Free Graph Snapshots Using Multi-versioning","Bhardwaj, G. (1); Ahmed, A. (1); Peri, S. (1) ","(1) Indian Institute of Technology Hyderabad, India ","Networked Systems: 12th International Conference, NETYS 2024, Proceedings. Lecture Notes in Computer Science (14783)","","Springer Nature, Berlin, Germany","","32-49","2024","","","","","978-3-031-67321-4","10.1007/978-3-031-67321-4_2","International Conference on Networked Systems","2024","Rabat, Morocco","Graphs stand out as a paramount data structure for addressing real-world challenges. The binary relationships among entities or objects are vital in navigating intricate, real-time issues seen in areas like blockchain, social networks, scheduling, biological systems, and telecommunications. Unlike static graphs with immutable vertices and edges, dynamic graphs adapt to the ever-changing real-world scenarios by allowing modifications to both vertices and edges. In this context, we introduce a concurrent, lock-free dynamic graph that enables the addition, deletion, and retrieval of vertices and edges. Furthermore, we present the novel wait-free snapshot algorithm capable of both full and partial graph snapshots using multi-versioning. These snapshots pave the way for advanced graph analytics tasks, including SSSP, getpath, BFS, and more.","29",,"blockchains - computational complexity - data structures - graph theory - social networking (online)","advanced graph analytics tasks - binary relationships - biological systems - concurrent wait-free graph snapshots - dynamic graphs - immutable vertices - lock-free dynamic graph - multiversioning - paramount data structure - partial graph snapshots - real-time issues - real-world challenges - social networks - static graphs - wait-free snapshot algorithm","C1160 Combinatorial mathematics - C4240C Computational complexity - C6120 File organisation - C6130S Data security - C6160B Distributed databases - C7210N Information networks","G06F21/00 - G06F12/00 - H04L9/00","Theoretical or Mathematical (THR)",,,,"Inspec","Copyright 2024, The Institution of Engineering and Technology","Engineering Village"
"A Protocol for Solving Certificate Poisoning for the OpenPGP Keyserver Network","Wolf, Gunnar (1); Ortega-Arjona, Jorge Luis (1) ","(1) Universidad Nacional Autónoma de México, Mexico ","Journal of Internet Services and Applications","","Brazilian Computing Society","v 15, n 1","p 46-58","March 4, 2024","","2024","18674828","18690238","","10.5753/JISA.2024.3810","","","","The OpenPGP encryption standard builds on a transitive trust distribution model for identity assertion, using a non-authenticated, distributed keyserver network for key distribution and discovery. An attack termed 'certificate poisoning', surfaced in 2019 and consisting in adding excessive trust signatures from inexistent actors to the victim key so that it is no longer usable, has endangered the continued operation of said keyserver network. In this article, we explore a protocol modification in the key acceptance and synchronization protocol termed First-party attested third-party certification that, without requiring the redeployment of updated client software, prevents the ill effects of certificate poisoning without breaking compatibility with the OpenPGP installed base. We also discuss some potential challenges and limitations of this approach, providing recommendations for its adoption. © 2024, Brazilian Computing Society. All rights reserved.","39","Cryptography",,"Certificate poisoning - Distributed trust - Distribution models - Encryption standards - KeyServer - OpenPGP - Transitive trust model - Transitive trusts - Trust models - Web of trust",,"",,,,"All Open Access, Gold, Green","Compendex","Compilation and indexing terms, Copyright 2026 Elsevier Inc.","Engineering Village"
