indice,Titulo,Año,Autor_norm,Afiliacion1,Afiliacion2,ISBN,ISSN,Doi,URL,Area,Subarea,Keywords,Abstract
IEEE_IA_0014,Incorporation of Deep Learning Regularization in the Image Reconstruction Algorithm for a Dual-Panel PEM Scanner,2025,F. G. Moncada-Gutiérrez; M. Rodríguez-Villafuerte; H. Alva-Sánchez; A. Martínez-Dávalos,"CDMX, National Autonomous University of Mexico, Physics Institute, Mexico; CDMX, National Autonomous University of Mexico, Physics Institute, Mexico; CDMX, National Autonomous University of Mexico, Physics Institute, Mexico; CDMX, National Autonomous University of Mexico, Physics Institute, Mexico",,978-1-6654-7767-3,2577-0829,10.1109/nss/mic/rtsd57106.2025.11287935,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11287935,IA,,Image reconstruction;Deep learning;Positrons;Physics;Plasmas;Nuclear medicine;Image quality;Distortion;Training data;Single photon emission computed tomography,"A dual-panel Positron Emission Mammography (PEM) scanner prototype is under development in our research group, and its imaging performance is currently being evaluated. The main challenge for dual-panel scanners is the presence of limited-angle artifacts, which appear in the images due to the acquisition geometry. These artifacts diminish the quality of the images, degrade the contrast of the lesions, and generate distortions in the cross-plane slices (perpendicular to the panels). To mitigate such distortions, deep learning regularization has been incorporated into the List Mode Ordered Subsets Expectation Maximization (LM-OSEM) image reconstruction algorithm. For the regularization step, a U-Net was trained with Monte-Carlo simulated data for several image quality phantoms. Data augmentation strategies were used to increase the diversity of the training data and to construct a model that generalizes more effectively to unseen data. The deep learning model was trained with 3840 pairs of cross-plane images of a dual-panel PEM scanner as input and corresponding slices from a dedicated breast-PET ring scanner as target. This approach was selected because a ring-shaped scanner does not face the limited-angle problem. The Forward-backward splitting expectation maximization (FBSEM) algorithm was implemented with the trained U-Net. This framework was applied to both MC-simulated and experimentally acquired data. In both cases, the quality of the cross-plane images was enhanced, without hampering the in-plane slices (parallel to the panels), and the enhancement in the quality of the images was quantified by image quality metrics like noise, contrast, and the Mean Absolute Error (MAE)."
IEEE_IA_0015,Mitigating Limited Angle Artifacts in a Dual-Panel Positron Emission Mammography Scanner Using Deep Learning Regularization,2024,F. G. Moncada-Gutiérrez; M. Rodríguez-Villafuerte; H. Alva-Sánchez; A. Martínez-Dávalos,"National Autonomous University of Mexico, Physics Institute, Mexico City, Mexico; National Autonomous University of Mexico, Physics Institute, Mexico City, Mexico; National Autonomous University of Mexico, Physics Institute, Mexico City, Mexico; National Autonomous University of Mexico, Physics Institute, Mexico City, Mexico",,979-8-3503-8815-2,2577-0829,10.1109/nss/mic/rtsd57108.2024.10657598,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10657598,IA,,Deep learning;Training;Microwave integrated circuits;Sensitivity;Monte Carlo methods;Semiconductor detectors;Positrons,"A dual-panel Positron Emission Mammography (PEM) scanner is a dedicated breast imaging device with higher spatial resolution and enhanced sensitivity, in comparison with conventional Positron Emission Tomography (PET) scanners. However, one of the main challenges this scanner faces are the limited angle artifacts that arise in the cross-planes. To mitigate such artifacts, deep learning regularization has been included in the List Mode Ordered Subsets Expectation Maximization (LM-OSEM) reconstruction algorithm. Regularization has been applied using a U-Net trained with Monte-Carlo simulated data. Network training was achieved using slices of cross-plane images of a PEM scanner as input and corresponding slices from a dedicated breast-PET ring scanner as target, since this scanner does not have the limited angle problem. In the regularization stage, the trained U-Net is employed to process the cross-plane slices of the preceding image estimation. Subsequently, the resultant output is fused with the former image estimate utilizing Forward-backward splitting expectation maximization (FBSEM). This image reconstruction framework has demonstrated a notable enhancement in image quality when assessed from the cross-plane perspective, while maintaining the quality of images when assessed from the in-plane perspective. With this approach, PEM images may be effectively analyzed as three-dimensional images."
IEEE_IA_0016,Large-Scale Validation and Analysis of the Rejection Capacity in Entropic Associative Memory,2025,Á. F. Bórquez; R. Morales; L. A. Pineda,"Universidad de Sonora, Guadalajara, Jalisco, México; Universidad de Guadalajara, Guadalajara, Jalisco, México; Universidad Nacional Autónoma de México, Guadalajara, Jalisco, México",,979-8-3315-9026-0,2332-5712,10.1109/enc68268.2025.11311908,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11311908,IA,,Entropic Associative Memory;Quick Draw;scalability;open-set recognition;rejection,"The Entropic Associative Memory (EAM) is a cognitively inspired computational model that combines probabilistic recognition with an efficient pattern storage and retrieval architecture. Previous evaluations, limited to small domains of about ten classes and a few thousand instances per class, showed promising results in classification and reconstruction. This work extends those studies in two ways. First, we assess scalability using Googles Quick, Draw! dataset, which includes over 300 classes and 100,000 instances per class. Second, we test EAMs rejection capability by storing only half of the classes and evaluating performance on the full dataset. Results confirm EAMs adaptability to large-scale scenarios and its effective rejection of novel stimuli, underscoring its potential as a robust and explainable AI model."
IEEE_IA_0017,Finding ϵ-Locally Optimal Solutions for Multiobjective Multimodal Optimization,2025,A. E. Rodriguez-Fernandez; L. Schäpermeier; C. Hernández; P. Kerschke; H. Trautmann; O. Schütze,"Department of Computer Science, CINVESTAV-IPN, Ciudad de Mexico, Mexico; Big Data Analytics in Transportation, Technische Universitat Dresde, Dresden, Germany; Ciencias de la computación, Universidad Nacional Autonoma de Mexico Instituto de Investigaciones en Matematicas Aplicadas y Sistemas, Ciudad de Mexico, Mexico; Big Data Analytics in Transportation, Technische Universitat Dresde, Dresden, Germany; Department of Machine Learning and Optimisation, University of Paderborn, Paderborn, Germany; Department of Computer Science, CINVESTAV-IPN, Ciudad de Mexico, Mexico",,,1941-0026,10.1109/tevc.2024.3458855,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677365,IA,,Evolutionary computation;local solutions;multimodal optimization (MMO);multiobjective optimization,"In this article, we address the problem of computing all locally optimal solutions of a given multiobjective problem whose images are sufficiently close to the Pareto front. Such $\epsilon $ -locally optimal solutions are particularly interesting in the context of multiobjective multimodal optimization (MMO). To accomplish this task, we first define a new set of interest, $L_{Q,\epsilon }$ , that is strongly related to the recently proposed set of $\epsilon $ -acceptable solutions. Next, we propose a new unbounded archiver, $ArchiveUpdateL_{Q,\epsilon }$ , aiming to capture $L_{Q,\epsilon }$ in the limit. This archiver can in principle be used in combination with any multiobjective evolutionary algorithm (MOEA). Further, we equip numerous MOEAs with $ArchiveUpdateL_{Q,\epsilon }$ , investigate their performances across several benchmark functions, and compare the enhanced MOEAs with their archive-free counterparts. For our experiments, we utilize the well-established metrics HV, IGDX, and $\Delta _{p}$ . Additionally, we propose and use a new performance indicator, $I_{\mathrm { EDR}}$ , which results in comparable performances but which is applicable to problems defined in higher dimensions (in particular in decision variable space)."
IEEE_IA_0018,Tensorization of $f$-Divergences,2025,R. Cruz; M. Diaz; F. P. Calmon,"Harvard University, Cambridge, MA, USA; Universidad Nacional Autónoma de México, Mexico City, Mexico; Harvard University, Cambridge, MA, USA",,979-8-3315-4399-0,2157-8117,10.1109/isit63088.2025.11195387,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11195387,IA,,f-divergence;tensorization,"In many applications across statistics, differential privacy, and machine learning, it is necessary to evaluate or bound an $f$-divergence between distributions of random vectors with independent components. Even for relatively simple distributions, such computations can become intractable unless the chosen $f$-divergence tensorizes. In this work, we introduce a formal definition of tensorization for $f$-divergences and present a necessary condition under which such tensorization can occur. Moreover, we demonstrate—under certain assumptions—that the only $f$-divergences admitting a polynomial tensorization formula of degree at most two are, essentially, the KL divergence, cross-entropy, and Hellinger divergences of order $\alpha$. Taken together, our findings represent an initial step toward a complete characterization of $f$-divergences that tensorize."
IEEE_IA_0019,Transforming Software Development: A Study on the Integration of Multi-Agent Systems and Large Language Models for Automatic Code Generation,2024,R. Ramírez-Rueda; E. Benítez-Guerrero; C. Mezura-Godoy; E. Bárcenas,"Facultad de Estadística e Informática, Universidad veracruzana, Xalapa, Mexico; Facultad de Estadística e Informática, Universidad veracruzana, Xalapa, Mexico; Facultad de Estadística e Informática, Universidad veracruzana, Xalapa, Mexico; Facultad de Ingeniería, Universidad Nacional Autónoma de México, Ciudad de México, México",,979-8-3315-3211-6,,10.1109/conisoft63288.2024.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10795597,IA,,Multi-Agent;Generative AI;LLM;Software Development,"This paper explores the integration of Multi-Agent Systems (MAS) and Large Language Models (LLMs) for auto-matic code generation, addressing the limitations of traditional manual coding. By conducting a comprehensive review of existing literature and analyzing a practical case study, we demonstrate how MAS and LLMs can collaboratively enhance software development processes. The research focuses on the technical and theoretical challenges of this integration, highlighting the potential for improved productivity, adaptability, and quality in code generation. The findings contribute to AI-based software engineering by revealing new research directions in collective intelligence and automated programming."
IEEE_IA_0020,Exploratory Data Analysis and Classification of Hand Electromyographic Signals Using Classical Machine Learning Algorithms with Hyperparameters Optimization,2025,J. L. Garza Rivera; A. E. Godínez; D. T. Varela,"Universidad Da Vinci, CDMX, México; Universidad Da Vinci, CDMX, México; Facultad de Estudios Superiores Cuautitlán Universidad Nacional Autónoma de México Cuautitlan, Izcalli, México",,979-8-3315-8719-2,,10.1109/saibot67519.2025.00020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11344577,IA,,Classification algorithms;Data analysis;Feature extraction;Digital signal processing;Machine learning;Electromyography,"Digital signal processing involves recording a signal, making changes to it, and generating a new signal. In engineering, procedures have been developed to acquire signals and extract useful data from them. Once the characteristics have been extracted, they are classified using statistical and artificial intelligence methods. Understanding, comparing and using these characteristics is an important step before tackling massive data sets and deep learning algorithms. The limited capabilities of the embedded cards that can be included in EMG prostheses must also be considered. This paper proposes a basic exploratory analysis and the use of classical algorithms to decompose a set of EMG data. Various machine learning classification algorithms were evaluated, including multilayer perceptron neural networks, support vector machines (SVM), K-nearest neighbors (KNN), decision trees and random forests. The results were then compared using the accuracy, precision, recall, F1 score, and support value metrics. Classic machine learning algorithms are still an option for programming embedded systems that operate based on EMG signals. The quality and cleanliness of the data are as important as the choice of AI model."
IEEE_IA_0021,Detection of DoS and DDoS Attacks Using LSTM in Computer Networks: A Systematic Literature Review,2025,A. E. Godínez; J. L. Garza Rivera; D. T. Varela,"CDMX, Universidad Da Vinci, México; CDMX, Universidad Da Vinci, México; Facultad de Estudios Superiores Cuautitlán, Universidad Nacional Autónoma de México, Cuautitlan Izcalli, México",,979-8-3315-8719-2,,10.1109/saibot67519.2025.00021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11344499,IA,,Long short term memory;Systematic literature review;Machine learning;Denial-of-service attack;Network security,"Artificial Intelligence (AI), with machine learning (ML) models and deep learning (DL) neural networks, represents a possibility for detecting DoS/DDoS attacks more effectively. The LSTM (Long Short-Term Memory) model is one of the options for detecting these increasingly varied and sophisticated attacks. The objective of this research was to evaluate the application of the LSTM model in the detection of DoS and DDoS cyber attacks on communications networks. This research was designed as a Systematic Literature Review to obtain the most recent studies on the subject. As a result, 86 initial studies were obtained from the databases. Once the entire procedure, including the quality assessment of the studies, was completed, 15 final primary studies were selected. With these primary studies, it was possible to answer all the questions in the review. It should be noted that modern SDN (Software Defined Network) networks, Cloud Computing networks, and classic networks are threatened by this type of attack. The LSTM models applied in the detection of DoS/DDoS attacks can be hybrid or combined. The most commonly used evaluation metrics are Accuracy, Recall, Precision, and F1-Score, and the most frequently found public datasets include NSL-KDD, CICDoS2019, and CICIDS2017. A wide variety of LSTM-based models and approaches that can be used to experiment and compare their performance in terms of communications network security."
IEEE_IA_0022,"Complexity, Artificial Life, and Artificial Intelligence",2025,C. Gershenson,"State University of New York at Binghamton, School of Systems Science and Industrial Engineering, Universidad Nacional Autónoma de México, Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas, Centro de Ciencias de la Complejidad.",,,1064-5462,10.1162/artl_a_00462,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11154117,IA,,Complexity;emergence;self-organization;balance,"The scientific fields of complexity, Artificial Life (ALife), and artificial intelligence (AI) share commonalities: historic, conceptual, methodological, and philosophical. Although their origins trace back to the 1940s birth of cybernetics, they were able to develop properly only as modern information technology became available. In this perspective, I offer a personal (and thus biased) account of the expectations and limitations of these fields, some of which have their roots in the limits of formal systems. I use interactions, self-organization, emergence, and balance to compare different aspects of complexity, ALife, and AI. Even when the trajectory of the article is influenced by my personal experience, the general questions posed (which outweigh the answers) will, I hope, be useful in aligning efforts in these fields toward overcoming—or accepting—their limits."
IEEE_IA_0023,On the Privacy Guarantees of Differentially Private Stochastic Gradient Descent,2024,S. Asoodeh; M. Diaz,"Department of Computing and Software, McMaster University, Canada; IIMAS, Universidad Nacional Autónoma de México, Mexico",,979-8-3503-8284-6,2157-8117,10.1109/isit57864.2024.10619520,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10619520,IA,,Training;Privacy;Upper bound;Machine learning algorithms;Stochastic processes;Machine learning;Rendering (computer graphics),"Differentially Private Stochastic Gradient Descent (DP-SGD) is a widely adopted algorithm for privately training machine learning models. An inherent feature of this algorithm is the incorporation of gradient clipping to counteract the influence of individual samples during training. Nevertheless, the introduction of gradient clipping also introduces non-convexity into the problem, rendering it challenging to derive upper bounds on the privacy loss. In this paper, we establish effective upper bounds for the privacy loss of both projected DP-SGD and regularized DP-SGD, without relying on convexity or smoothness assumptions regarding the loss function. Our approach involves a direct analysis of the hockey-stick divergence between coupled stochastic processes through the application of nonlinear data processing inequalities."
IEEE_IA_0024,Human-robot physical interaction system as a tool for neurocognitive stimulation in children with ADHD in Mexico,2024,J. Aparicio-Juarez; O. A. Dominguez-Ramirez; G. Sepulveda-Cervantes; J. Garcia-Blancas; J. D. Ramirez-Zamora; E. A. Escotto-Cordova; I. Reyes-Hernandez,"Autonomous University of the State of Hidalgo, Hidalgo, Mexico; Autonomous University of the State of Hidalgo, Hidalgo, Mexico; Center for Technological Innovation and Development in Computing, National Polytechnic Institute, CDMX, Mexico; Autonomous University of the State of Hidalgo, Hidalgo, Mexico; Autonomous University of the State of Hidalgo, Hidalgo, Mexico; Faculty of Higher Studies Zaragoza, National Autonomous University of Mexico, CDMX, Mexico; Autonomous University of the State of Hidalgo, Pachuca, Hidalgo, Mexico",,979-8-3315-3339-7,,10.1109/comrob64055.2024.10777441,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10777441,IA,,ADHD;Biofeedback;HRpI;Neurophysiological Stimulation;Engram,"This research work promotes the use of an interactive virtual environment, with the purpose of strengthening neurocognitive stimulation in children with ADHD (Attention Deficit Hyperactivity Disorder), through a human-robot physical interaction system (HRpI); as well as establishing the conditions that allow the application of supervised and unsupervised machine learning techniques that favor diagnosis. Clinical evaluation strategies in care and treatment centers for neurodivergent children are based on the Diagnostic and Statistical Manual of Mental Disorders (DSM-5); however, not using integrated technological platforms with biofeedback and neurophysiological stimulation associated with each case study, which contributes to the improvement of the clinical procedure. The proposed HRpI system is constituted by a haptic device with the human operator (patient) in the control loop. The movement instructions are designed based on a clinical protocol that evaluates hand-eye coordination, based on virtual mazes to navigate with one or two upper limbs. The platform is configured with strategies: i) passive haptic guidance and ii) active haptic exploration. In the first case, the robot guides the human in the optimal solution, correcting the interactive forces that condition the presence of disturbances, and shape the required energy; and in the second case, the human voluntarily solves the maze, which implies that the velocity and instantaneous position are variable. Kinesthetic force feedback is based on a viscoelasticity model (spring-damper system) in both haptic interaction strategies. During the development of the task, the instrumentation of brain waves are correlated with the state of the robotic system (position, velocity, energy and instantaneous errors); all this for the evaluation of performance metrics that contribute to the diagnosis. The expected result corresponds to determining the engram in terms of duration and frequency in brain plasticity for self-regulation purposes of the neurodivergent patient; as well as its impact as a value proposition to the Continuous Improvement School Program (PEMC) of basic education institutions in Mexico."
IEEE_IA_0025,$\mathrm{E}_{\gamma}$-Mixing Time,2024,B. Zamanlooy; S. Asoodeh; M. Diaz; F. P. Calmon,"Department of Computing and Software, McMaster University, Canada; Department of Computing and Software, McMaster University, Canada; IIMAS, Universidad Nacional Autónoma de México, Mexico; School of Engineering and Applied Sciences, Harvard University, USA",,979-8-3503-8284-6,2157-8117,10.1109/isit57864.2024.10619250,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10619250,IA,,Differential privacy;Upper bound;Data processing;Kernel;Information theory,"We investigate the mixing times of Markov kernels under $\mathsf{E}_{\gamma}-\mathbf{divergence}$. We demonstrate that the zero-error $\mathsf{E}_{\gamma}- \mathbf{mixing}$ time, for any $\gamma > 1$, of irreducible and aperiodic Markov chains, is bounded, a property that is not shared by the TV-mixing time. We further obtain upper bounds on the $\mathsf{E}_{\gamma}-\mathbf{mixing}$ times for a broad family of contractive Markov kernels via a new non-linear strong data processing inequality for the $\mathsf{E}_{\gamma}- \mathbf{divergence}$. We apply our results to derive new bounds for the local differential privacy guarantees offered by the sequential application of a privacy mechanism to data."
IEEE_IA_0026,EEG-based Estimation of Cognitive Workload Across Multiple Tasks,2024,A. S. Mathews; N. Hirachan; C. Joseph; M. Ghahramani; J. Lopez-Aparicio; R. F. Rojas,"Human-Centred Technology Research Centre, Faculty of Science and Technology, University of Canberra, Canberra, ACT, Australia; Human-Centred Technology Research Centre, Faculty of Science and Technology, University of Canberra, Canberra, ACT, Australia; Human-Centred Technology Research Centre, Faculty of Science and Technology, University of Canberra, Canberra, ACT, Australia; Human-Centred Technology Research Centre, Faculty of Science and Technology, University of Canberra, Canberra, ACT, Australia; Faculty of Science, National Autonomous University of Mexico, Mexico City, Mexico; Human-Centred Technology Research Centre, Faculty of Science and Technology, University of Canberra, Canberra, ACT, Australia",,979-8-3503-7149-9,2694-0604,10.1109/embc53108.2024.10782830,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10782830,IA,,Support vector machines;Radio frequency;Accuracy;Protocols;Estimation;Nearest neighbor methods;Cognitive load;Electroencephalography;Safety;Reliability,"Key to the efficacy of working in high-risk environments is the reliable estimation of the human’s cognitive state for improving safety and to maintain high performance longer. In this study, we developed an experimental protocol in which participants completed three cognitive tasks under two different levels (High, Low) of workload. We then evaluated the effect of the different cognitive activities on EEG signals and its accuracy in predicting respective cognitive load. The analysis was conducted using well-known machine learning algorithms such as SVM, RF, and KNN. An average accuracy of 82.75% was obtained through the proposed SVM model to identify the participant’s cognitive workload level. The results obtained through this study indicated the efficacy of the EEG features in predicting the level of cognitive load irrespective of the activity. The proposed set of EEG features represents the cognitive indicators that form the basis for developments of augmented cognition systems in our future works."
IEEE_IA_0027,Physics-Constrained Adversarial Training for Neural Networks in Stochastic Power Grids,2024,W. Li; D. Deka; R. Wang; M. R. A. Paternina,"Applied Mathematics and Plasmas Physics Division, LANL, Los Alamos, NM, USA; Applied Mathematics and Plasmas Physics Division, LANL, Los Alamos, NM, USA; Department of Electrical and Computer Engineering, Illinois Institute of Technology, Chicago, IL, USA; Department of Electrical Engineering, National Autonomous University of Mexico, Mexico City, Mexico",,,2691-4581,10.1109/tai.2023.3236377,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10015583,IA,,Adversarial training;fault location;natural perturbations;neural networks;physics-constrained;robustness,"The growth in distributed energy resources (DERs) is an important step toward solving the global climate crisis. However, many DERs, such as wind and solar power, are random and intermittent, causing the data in power grids to be perturbed with high uncertainty. Such perturbations degrade the performance of data-driven algorithms introduced in power grids for sensing and control. Existing approaches can strengthen machine learning models against well-designed malicious attacks. However, such physics-agnostic efforts fail to ensure the robustness of natural perturbations in power grids, that occur due to varying loads and changes in control inputs. This article proposes a novel physics-constrained adversarial training method for robustifying neural networks for the crucial problem of locating edge-faults in power grids. Our approach relies on first deriving analytical physical laws that are satisfied by state perturbations in realistic grids and then using the descriptive sets during adversarial training. Compared to state-of-the-art methods, our perturbation-robust neural networks have higher robust accuracy as well as training efficiency. Also, we demonstrate that the proposed approach achieves a tighter upper bound of robust risks than traditional efforts. The numerical experimental results in the IEEE 68-bus benchmark system validate our adversarial training in two scenarios when loads and control inputs vary randomly. The proposed method shows superior performance in accuracy and efficiency for different perturbed datasets. In addition, we testify the influence of different inputs on the robustness."
IEEE_IA_0028,Detection of Optimal Echocardiographic Video Segments Using Deep Learning,2025,I. Perez-Ruiz; J. Perez-Gonzalez; A. Carrera-Pinzón; R. E.; R. H.; B. Y.; A. C. F.,Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas-UNAM; Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas-UNAM; Universidad Nacional de Colombia; Universidad Nacional de Colombia; Hospital Universitario Nacional de Colombia; Hospital Universitario Nacional de Colombia; Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas-UNAM,,979-8-3315-5456-9,,10.1109/sipaim67325.2025.11283345,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11283345,IA,,Deep learning;Training;Computer vision;Accuracy;Video sequences;Metadata;Transformers;Data augmentation;Reliability;Videos,"The identification of optimal echocardiographic video segments is a critical initial step for reliable cardiac function assessment. This study focuses on the development and evaluation of deep learning models for the automated classification of correct versus incorrect echocardiographic planes in a video sequence, specifically for Subcostal Four-Chamber (S4C) views. A dataset comprising 10 S4C studies was used, from which frames were extracted and preprocessed. Preprocessing included metadata removal, resizing to 224×224 pixels, and data augmentation. The resulting images were divided into training (2068 images per class), validation (517 images per class), and test (200 images per class) sets. Two convolutional neural network architectures, VGG-16 and Vision Transformer (ViT), were trained and evaluated. The VGG-16 model, trained for 30 epochs, achieved a test accuracy of 0.98 and an Area Under the ROC Curve (AUC) of 1.00. The Vision Transformer, trained for 30 epochs, yielded a test accuracy of 0.89 and an AUC of 0.97. These preliminary results demonstrate the potential of deep learning models, particularly VGG-16, to accurately identify optimal frames in echocardiographic video sequences."
IEEE_IA_0029,An Evolutionary Approach for the Computation of ∈-Locally Optimal Solutions for Multi-Objective Multimodal Optimization,2025,C. Hernández; A. E. Rodriguez-Fernandez; L. Schäpermeier; O. Cuate; H. Trautmann; O. Schütze,"IIMAS-UNAM, Mexico; CINVESTAV-IPN, Mexico; University of Münster, Germany; ESFM -Instituto Politécnico Nacional, Mexico; University of Paderborn, Germany; CINVESTAV-IPN, Mexico",,,1941-0026,10.1109/tevc.2025.3637276,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11269362,IA,,Multi-objective optimization;evolutionary algorithms;nearly optimal solutions;multimodal optimization;archiving;continuation,"In this paper, we address the problem of efficiently computing finite-size approximations of the set of -locally optimal solutions of a given multi-objective optimization problem (MOP). Such sets are in particular interesting in the context of multi-objective multimodal optimization (MMO). To this end, we first propose a bounded archiver, ArchiveUpdateLQ,∈B, that is, a modification of a previously proposed unbounded archiver. These archivers can be used as external archivers to in principle any multi-objective evolutionary algorithm (MOEA). In order to reduce the computational cost compared to such archive equipped MOEAs, we propose, in a next step LQ,∈MOEA. This evolutionary algorithm directly uses ArchiveUpdateLQ,∈B for the selection process and hence does not need an external archive for the computation of ∈-locally optimal solutions. We further propose a hybrid of LQ,∈MOEA with a multi-objective continuation method, which significantly improves the accuracy of the obtained solutions in case the gradient information is at hand. Finally, we show some numerical results that demonstrate the benefit of both the bounded archiver and the new MOEAs."
IEEE_IA_0030,Non Expensive Mobile Robot for Sensor Based Research on Artificial Cognition,2024,V. E. Arriola Ríos,"Mathematics Department, Faculty of Science (UNAM), Mexico City, México",,979-8-3315-3339-7,,10.1109/comrob64055.2024.10777443,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10777443,IA,,Embodied cognition;Artificial Cognition;Machine Learning;Robot Design;Artificial Intelligence;Cognitive Machines,"Research on Embodied Cognition constantly faces two difficulties related to hardware: either robotic platforms are too expensive for the University budget and/or robots were designed for industrial purposes, favoring fine control and reproducibility at the cost of restricted customization for sensor readings and movement control. In order to fully explore new venues for machine learning algorithms linking the pathways from sensation to cognition, back to acting, the physical architecture of the robot must be open and its programming easily altered without putting humans or robots at risk. In the search for a friendly robotic environment for research on cognition, a simple architecture is presented here, with a cost around $10,000 MX or $600 US."
IEEE_IA_0031,Consistent IoT Systems: A Perspective Based on Paraconsistent Descriptive Logic,2024,M. Pérez-Gaspar; J. Gomez; E. Bárcenas; F. García,"Dept. of Telecommunications, UNAM, Mexico City, Mexico; Dept. of Telecommunications, UNAM, Mexico City, Mexico; Department of Computer Engineering, UNAM, Mexico City, Mexico; Dept. of Telecommunications, UNAM, Mexico City, Mexico",,979-8-3503-8679-0,2472-7571,10.1109/ie61493.2024.10599925,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10599925,IA,,Internet of Things;data inconsistency;paracon-sistent logic;consistency theorem,"Internet of Things (IoT) devices generate vast and often contradictory data streams. This poses a challenge for IoT systems, which must make accurate and reliable decisions based on this data. Paraconsistent descriptive logic (PDL) is a branch of non-classical logic that can handle inconsistencies without compromising data reliability. We propose the integration of PDL into IoT systems to improve data coherence and reliability. We also introduce a Consistency Theorem that establishes rules for managing inconsistencies systematically and in a controlled way. Our efforts aim to pave the way for more robust, reliable, and user-friendly IoT systems."
IEEE_IA_0032,WiFi CSI Sensing for Machine Activity Detection in Industrial Environments,2025,E. De Armas; J. María Matías; I. Eizmendi; I. Sobrón,"Dept. Telecommunications, UNAM:, Mexico City, Mexico; Dept. Telecommunications, UNAM:, Mexico City, Mexico; Dept. Communication Engineering, UPV/EHU:, Bilbao, Spain; Dept. of Computer Languages and Systems, UPV/EHU, Bilbao, Spain",,979-8-3315-2042-7,,10.1109/icmlcn64995.2025.11140205,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11140205,IA,,Estimation;Machine learning;Attenuation;Sensors;Wireless fidelity;IEEE 802.11 Standard;Channel state information,"The use of radio frequency signals for activity detection has gained significant research interest, particularly through WiFi signals based on the IEEE 802.11 standard. These signals, widely available due to commercial devices, enable applications using channel state information (CSI), which captures amplitude attenuation and phase shift as signals interact with people and objects. Most studies focus on human activity detection in small indoor spaces, leveraging CSI for recognition, estimation, and tracking [1] ."
IEEE_IA_0033,Web Interface Design for the Intelligent Management of a Differential Robot Applied to IoT Systems,2025,M. A. Ibarra-Yáñez; G. H. López-Mera; R. D. Cruz-Morales; A. A. Luna-Gómez,"ITSE, FESC-UNAM, Cuautitlán Izcalli, México; Electrónica, FESC-UNAM, Cuautitlán Izcalli, México; Eléctrica, FESC-UNAM, Cuautitlán Izcalli, México; Electrónica, FESC-UNAM, Cuautitlán Izcalli, México",,979-8-3315-7591-5,,10.1109/comrob68109.2025.11264804,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11264804,IA,,Differential robot;web interface;control;monitoring;WebSocket;ESP32;odometry;IMU;sensor fusion,"Human-robot interaction is a core pillar in mobile robotics for efficient and diverse product development. This paper provides an advanced web-based control interface for a differential robot which allows full management and real-time monitoring of its behavior. It operates through an ESP32 microcontroller where both sides communicate with a web client using the WebSocket protocol. There are three operating modes: manual by sliders, autonomous navigation toward distinct (X, Y) coordinates, and a pioneering trajectory-tracking mode that lets the operator generate a path directly on a digital canvas. Also, the user interface has a monitoring panel with real-time information on such things as motor RPM, position, and robot orientation, all supported by dynamic charts. Differential kinematics and sensor fusion enable hardware and software integration by merging encoder-based odometry with an IMU for more precise positioning. The final outcome is a powerful, intuitive, and flexible platform which serves as a solid basis for future applications in autonomous exploration, logistics, and educational environments."
