Title,Author,Author affiliation,Source,Sponsor,Publisher/Repository,Volume and Issue,Pages,Issue date,Monograph title,Publication year,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Abstract,Number of references,Main Heading,Controlled/Subject terms,Uncontrolled terms,Classification code,IPC code,Treatment,Funding details,Funding text,Open Access type(s),Database,Copyright,Data Provider
"Web Interface Design for the Intelligent Management of a Differential Robot Applied to IoT Systems","Ibarra-Yanez, M.A. (1); Lopez-Mera, G.H. (1); Cruz-Morales, R.D. (1); Luna-Gomez, A.A. (1) ","(1) Universidad Nacional Autonoma de Mexico, Facultad de Estudios Superiores Cuautitlan, Mexico ","2025 XXVII Robotics Mexican Congress (COMRob)","","IEEE, Piscataway, NJ, USA","","68-73","2025","","","","","979-8-3315-7591-5","10.1109/COMRob68109.2025.11264804","","2025 XXVII Robotics Mexican Congress (COMRob)","2025","Torreon, Mexico","Human-robot interaction is a core pillar in mobile robotics for efficient and diverse product development. This paper provides an advanced web-based control interface for a differential robot which allows full management and real-time monitoring of its behavior. It operates through an ESP32 microcontroller where both sides communicate with a web client using the WebSocket protocol. There are three operating modes: manual by sliders, autonomous navigation toward distinct (X, Y) coordinates, and a pioneering trajectory-tracking mode that lets the operator generate a path directly on a digital canvas. Also, the user interface has a monitoring panel with real-time information on such things as motor RPM, position, and robot orientation, all supported by dynamic charts. Differential kinematics and sensor fusion enable hardware and software integration by merging encoder-based odometry with an IMU for more precise positioning. The final outcome is a powerful, intuitive, and flexible platform which serves as a solid basis for future applications in autonomous exploration, logistics, and educational environments.",,,"control engineering computing - human-robot interaction - Internet - Internet of Things - microcontrollers - mobile robots - path planning - position control - robot vision - sensor fusion - user interfaces","advanced web-based control interface - autonomous navigation - core pillar - differential robot applied - digital canvas - diverse product development - efficient product development - encoder-based odometry - ESP32 microcontroller - human-robot interaction - intelligent management - IoT systems - mobile robotics - monitoring panel - operating modes - pioneering trajectory-tracking mode - real-time information - real-time monitoring - robot orientation - sensor fusion - user interface - web client - web interface design - WebSocket protocol","C3120C Spatial variables control - C3390 Robotics - C3390C Mobile robots - C6180R Human-robot interaction - C6180 User interfaces - C7210N Information networks - C7420 Control engineering computing","B25J13/00 - G05B15/00 - G05D3/00 - G05D1/00","Practical (PRA)",,,,"Inspec","Copyright 2025, The Institution of Engineering and Technology","Engineering Village"
"Protection Of Sensitive Personal Information Contained In Digital Files Held By Individuals With Homomorphic Encryption And AI Assistance","Villegas-Jimenez, E.A. (1); Romo-Cabrera, A. (1); Manzano-Calixto, M.A. (1); Tello-Aguilera, L.M. (1); Sanchez-Mata, A.K. (1); Robles-Guerrero, A. (1); Hernandez-Ruiz, P.M. (1) ","(1) Universidad Nacional Autonoma de Mexico, Facultad de Estudios Superiores Aragon, Mexico ","2025 5th International Conference on Electrical, Computer and Energy Technologies (ICECET)","","IEEE, Piscataway, NJ, USA","","1-6","2025","","","","","979-8-3315-3559-9","10.1109/ICECET63943.2025.11472089","","2025 5th International Conference on Electrical, Computer and Energy Technologies (ICECET)","2025","Paris, France","In today's digital landscape, the exchange of sensitive personal data via mobile devices is widespread, yet inadequate safeguards often expose users to risks such as identity theft and online harassment. This research introduces Kamplae, a system crafted in Python and deployed through a Flask-based REST API, employing homomorphic encryption and artificial intelligence to protect personal information embedded in digital images. Kamplae secures metadata and bitmap content in jpeg, jpg, and png formats, adhering to legal standards in Mexico and the European Union.The study reviews prior work on personal data protection and the challenges posed by deep fakes, emphasising the need for robust regulatory frameworks to counter digital violence. It explores various encryption methods—symmetric, asymmetric, and hybrid—alongside relevant legal provisions across regions.Kamplae aims to prevent image misuse and foster a secure, ethical digital environment. While promising, it highlights areas for enhancement, such as broader format support and user interface refinement, with limitations tied to specific format compatibility and mobile performance.",,,"application program interfaces - artificial intelligence - cryptography - data privacy - data protection - meta data - Python - user interfaces","AI assistance - artificial intelligence - bitmap content - deep fakes - digital files held - digital images - digital landscape - digital violence - ethical digital environment - European Union.The - Flask-based REST API - homomorphic encryption - hybrid—alongside relevant legal provisions - identity theft - image misuse - inadequate safeguards - Kamplae secures metadata - legal standards - mobile devices - mobile performance - online harassment - personal data protection - png formats - robust regulatory frameworks - secure environment - sensitive personal data - sensitive personal information contained - study reviews - user interface refinement","C5260B Computer vision and image processing techniques - B6120D Cryptography - C6130S Data security","H04L9/00 - G06T - G06F21/00 - G06F8/40","Practical (PRA)",,,,"Inspec","Copyright 2026, The Institution of Engineering and Technology","Engineering Village"
"Tool Augmented LLMs for Big Data Analysis","Essabri, M.A. (1, 2); Rebii, J. (1); Erradi, M. (2) ","(1) Henceforth Rabat, Morocco (2) ENSIAS University Mohamed V of Rabat, Morocco ","Networked Systems: 12th International Conference, NETYS 2024, Proceedings. Lecture Notes in Computer Science (14783)","","Springer Nature, Berlin, Germany","","118-23","2024","","","","","978-3-031-67321-4","10.1007/978-3-031-67321-4_7","","International Conference on Networked Systems","2024","Rabat, Morocco","Recent advancements in artificial intelligence, have been driven by the development of Large Language Models (LLMs). Following the emergence of these models, the field has witnessed remarkable progress, paving the way for unprecedented innovations. Despite these advancements, the application of LLMs in real-world systems faces challenges due to the diverse range of tools and environments, necessitating innovative approaches for practical deployment. A critical focus has been on enhancing LLMs' text-oriented question-answering capabilities through interaction with tools and APIs, aiming to reduce hallucinations and boost performance. In this paper we explore LLMs' capability for handling and learning tools for Big Data Analysis. We propose a pipeline and a methodology for developing LLMs that can interface with complex big data environments. By achieving this, we significantly lower the barriers to entry for non-expert users, enabling them to leverage big data analytics and visualization tools without requiring prior knowledge of the database type or the tools' implementation details.","16",,"Big Data - data analysis - large language models - question answering (information retrieval) - text analysis","artificial intelligence - Big Data analysis - complex Big Data environments - large language models - LLMs capability - LLMs text-oriented question-answering - real-world systems - visualization tools","C6130D Document processing and analysis techniques - C6130J Big Data - C6160V Very large databases - C6264T Transformers (neural nets) - C7250R Information retrieval techniques - C7820N Natural language processing","G06F40/10 - G06F7/00 - G06F16/00 - G06F40/00","Practical (PRA)",,,,"Inspec","Copyright 2025, The Institution of Engineering and Technology","Engineering Village"
"PQ-SyDa: power quality synthetic disturbances dataset","Juarez, M.G. (1); Zamora, A. (1); Ortiz-Bejar, J. (1); Silva, J.C. (1); Cerda, J. (1); Paternina, M.R.A. (2) ","(1) U. Michoacana, Mexico (2) UNAM, Mexico City ","2024 IEEE PES Generation, Transmission and Distribution Latin America Conference and Industrial Exposition (GTDLA)","","IEEE, Piscataway, NJ, USA","","1-6","2024","","","","","979-8-3315-3054-9","10.1109/GTDLA61236.2024.10913752","","2024 IEEE PES Generation, Transmission and Distribution Latin America Conference and Industrial Exposition (GTDLA)","2024","Ixtapa, Mexico","This paper presents a Phyton-based user-friendly graphical user interface (GUI) toolbox to synthetically generate power quality events dataset. This GUI is able to provide and export a versatile collection of tools designed specifically to create robust and realistic datasets for their utilization in the evaluation and testing of machine learning and deep learning algorithms for PQ events in power systems. A straightforward implementation is adopted to generate datasets with up to 29 different PQ events with automated label options. Numerical and graphical results demonstrate the effectiveness of the GUI.","0",,"deep learning (artificial intelligence) - graphical user interfaces - power engineering computing - power supply quality - power systems","automated label options - deep learning algorithms - GUI - machine learning algorithm - Phyton-based user-friendly graphical user interface toolbox - power quality events dataset - power quality synthetic disturbances dataset - power systems - PQ events - PQ-SyDa - realistic datasets - robust datasets","C6180G Graphical user interfaces - C6264 Neural nets - C7410B Power engineering computing - B8120L Power supply quality and harmonics","H02J3/01 - G06F3/048 - G06N3/02","Practical (PRA)",,,,"Inspec","Copyright 2025, The Institution of Engineering and Technology","Engineering Village"
"Machine Learning Algorithms for Solar Irradiance Forecasting in a Rural Community in Michoacán, Mexico","Martínez-Gámez, A. (1); Ferreira-Medina, H. (1, 2); López-Sosa, L.B. (3); Orozco, S. (4); Morales-Máximo, M. (3); García, C.A. (5); Rivero, M. (6) ","(1) Morelia Institute of Technology, Mexico (2) Instituto de Investigaciones en Ecosistemas y Sustentabilidad, Mexico (3) Universidad Intercultural Indigena de Michoacan, Mexico (4) Universidad Michoacana de San Nicolás de Hidalgo, Mexico (5) UNAM, Escuela Nacional de Estudios Superiores Unidad Morelia, Mexico (6) UNAM, Instituto de Investigaciones en Materiales Unidad Morelia, Mexico ","Proceedings of Tenth International Congress on Information and Communication Technology: ICICT 2025. Lecture Notes in Networks and Systems (1441)","","Springer Nature, Berlin, Germany","","349-59","2025","","","","","978-981-96-6938-7","10.1007/978-981-96-6938-7_30","","International Congress on Information and Communication Technology","2025","London, UK","This project aims to develop a methodology for predicting solar radiation in San Francisco Pichátaro, a community in the municipality of Tingambato, Michoacán, Mexico. This community lies within the Purépecha indigenous zone. The project utilized two databases: one from a solarimetric station in the area and the other from the Solcast platform, which provides access to solar irradiance and other pertinent meteorological variables. Rigorous data cleansing and analysis procedures were implemented to ensure data quality and compatibility. Subsequently, both linear and decision tree regression models were applied to the refined and prepared data to forecast solar radiation.","18",,"data analysis - decision trees - machine learning - power engineering computing - regression analysis - solar power - solar radiation - sunlight","analysis procedures - data quality - decision tree regression models - Mexico - Michoacán - Purépecha indigenous zone - rigorous data cleansing - rural community - San francisco Pichátaro - solar irradiance forecasting - solar radiation - solarimetric station - solcast platform - Tingambato","B0240V Regression analysis - A0250 Probability theory, stochastic processes, and statistics - C1140V Regression analysis - C6260 Machine learning (artificial intelligence) - C7410B Power engineering computing - B8250 Solar power stations and photovoltaic power systems - A8610K Solar energy","F24S20/00 - G06N20/00","Practical (PRA); Theoretical or Mathematical (THR)",,,,"Inspec","Copyright 2026, The Institution of Engineering and Technology","Engineering Village"
"Spectrep: A software for spectral representation of text content","Crespo-Sanchez, M. (1); Lopez-Arevalo, I. (1); Aldana-Bobadilla, E. (1); Gomez-Adorno, H. (2); Gonzalez-Compean, J.L. (1) ","(1) Cinvestav Tamaulipas, Mexico (2) UNAM, Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas, Mexico ","SoftwareX","","Elsevier B.V., Netherlands","v 27","101849","2024","","","2352-7110","","","10.1016/j.softx.2024.101849","","","","","Spectrep (Spectral Representation) implements a text representation framework for obtaining a multi-view representation that consolidates lexical, syntactic, and semantic features by structuring a workflow with popular text processing tools such as NTLK, Gensim, and Self-Organizing Maps. This framework is intended to be used in text pre-processing for its application in more robust machine learning applications. This software is open-source and implemented in Python. It has been successfully tested with several tasks to prove its functionality. All rights reserved Elsevier.","23",,"learning (artificial intelligence) - natural language processing - Python - question answering (information retrieval) - text analysis - word processing","multiview representation - popular text processing tools - robust machine learning applications - semantic features - spectral representation - spectrep - text content - text pre-processing - text representation framework","C6130D Document processing and analysis techniques - C6180N Natural language interfaces - C7250R Information retrieval techniques - C7820N Natural language processing","G06F40/00 - G06F16/00 - G06F40/10 - G06N20/00 - G06F8/40","Practical (PRA)",,,"All Open Access, Gold","Inspec","Copyright 2024, The Institution of Engineering and Technology","Engineering Village"
"Harmonizing the Generation and Pre-publication Stewardship of FAIR Image Data","Bialy, Nikki (1); Alber, Frank (2); Andrews, Brenda (3); Angelo, Michael (4); Beliveau, Brian (5); Bintu, Lacramioara (4); Boettiger, Alistair (4); Boehm, Ulrike (6); Brown, Claire M. (7); Maina, Mahmoud Bukar (8, 9); Chambers, James J. (10); Cimini, Beth A. (11); Eliceiri, Kevin (1, 12); Errington, Rachel (13); Faklaris, Orestis (14); Gaudreault, Nathalie (15); Germain, Ronald N. (16); Goscinski, Wojtek (17); Grunwald, David (18); Halter, Michael (19); Hanein, Dorit (20); Hickey, John W. (21); Lacoste, Judith (22); Laude, Alex (23); Lundberg, Emma (4, 24); Ma, Jian (25); Malacrida, Leonel (26); Moore, Josh (27); Nelson, Glyn (23); Neumann, Elizabeth Kathleen (28); Nitschke, Roland (29); Onami, Shuichi (30); Pimentel, Jaime A. (31); Plant, Anne L. (19); Radtke, Andrea J. (16); Sabata, Bikash (32); Schapiro, Denis (33); Schöneberg, Johannes (34); Spraggins, Jeffrey M. (35); Sudar, Damir (36); Vierdag, Wouter-Michiel Adrien Maria (37); Volkmann, Niels (20); Wählby, Carolina (38); Wang, Siyuan (39); Yaniv, Ziv (16); Strambio-De-Castillia, Caterina (18) ","(1) Morgridge Institute for Research, Madison, United States (2) University of California, Los Angeles, United States (3) University of Toronto, Toronto, Canada (4) Stanford University, Palo Alto, United States (5) University of Washington, Seattle, United States (6) Carl Zeiss AG, Oberkochen, Germany (7) McGill University, Montreal, Canada (8) University of Sussex, Sussex, United Kingdom (9) Yobe State University, Nigeria (10) University of Massachusetts, Amherst, United States (11) Broad Institute of MIT and Harvard, Imaging Platform, Cambridge, United States (12) University of Wisconsin-Madison, Madison, United States (13) Cardiff University, Cardiff, United Kingdom (14) Univ. Montpellier, CNRS, INSERM, Montpellier, France (15) Allen Institute for Cell Science, Seattle, United States (16) National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, United States (17) National Imaging Facility, Brisbane, Australia (18) UMass Chan Medical School, Worcester, United States (19) National Institute of Standards and Technology, Gaithersburg, United States (20) University of California, Santa Barbara, United States (21) Duke University, Durham, United States (22) MIA Cellavie Inc., Montreal, Canada (23) Newcastle University, Newcastle upon Tyne, United Kingdom (24) SciLifeLab, KTH Royal Institute of Technology, Stockholm, Sweden (25) Carnegie Mellon University, Pittsburgh, United States (26) Institut Pasteur de Montevideo, Universidad de la República, Montevideo, Uruguay (27) German BioImaging - Gesellschaft für Mikroskopie und Bildanalyse e.V., Constance, Germany (28) University of California, Davis, Davis, United States (29) University of Freiburg, Freiburg, Germany (30) RIKEN Center for Biosystems Dynamics Research, Kobe, Japan (31) Universidad Nacional Autónoma de México, Cuernavaca, Mexico (32) Altos Labs, Redwood City, United States (33) Heidelberg University Hospital, Heidelberg, Germany (34) University of California San Diego, San Diego, United States (35) Vanderbilt University School of Medicine, Nashville, United States (36) Quantitative Imaging Systems LLC, Portland, United States (37) European Molecular Biology Laboratorium, Baden-Württemberg, Heidelberg, Germany (38) Uppsala University, Uppsala, Sweden (39) Yale University, New Haven, United States ","arXiv","","arXiv","","","September 4, 2025","","2025","","23318422","","10.48550/arXiv.2401.13022","","","","","Biological imaging, combined with molecular insights into genes and proteins, holds immense promise for deepening our understanding of complex cellular systems and accelerating the development of predictive, personalized therapies for human health. To fully realize this potential at scale—and harness the power of AI/ML to extract novel biological insights and therapeutic interventions—it is necessary to transition from siloed datasets to globally shared, rigorously annotated, and computationally ready image data. This demands systematic harmonization of multidimensional bioimaging data, where interoperable formats, and standardized context-rich annotation, quality controls, and analytical pipelines transform scattered observations into a coherent knowledge base ripe for computational mining. Only this machine-actionable aggregation can provide the substrate for AI/ML to extract mechanistic insights into fundamental biological mechanisms, novel diagnostic biomarkers and intervention targets. Enabling seamless image data sharing in the life sciences requires addressing two key areas. The first is outlined in an accompanying publication, Enabling Global Image Data Sharing in the Life Sciences, which focuses on the publicly available repositories needed to share digital array data 1. This White Paper details a comprehensive set of requirements for integrated image data and metadata management - from acquisition through dissemination - ensuring the contextual information necessary for assessing quality, interpreting scientific validity, and enabling meaningful reuse remains intrinsically linked to the data throughout its lifecycle. Critically, it recognizes that generating harmonized, well-annotated publicly available corpora of FAIR bioimage data requires these datasets to be 'FAIR-from-the-start' - an objective that can only be achieved by enabling experimental scientists to manage, organize, and analyze their data according to community standards from the very first experiment. Building on recent progress made by the bioimaging field towards establishing shared practices for bioimaging Quality Control (QC) and metadata capture, we present actionable recommendations to advance these efforts through embedding researcher-friendly integrated software infrastructure directly into pre-publication workflows, thus transforming disorganized data capture into structured, shareable resources ready for aggregation and reuse. Our ultimate goal is to expand the use of streamlined tools and practices thus transforming how researchers capture, annotate, analyze and eventually publish bioimaging data thus laying the foundation for a new era of data-driven discovery. © 2025, CC BY-NC-SA.","141","Diagnosis","Bioimaging - Biomarkers - Computer software reusability - Data aggregation - Data mining - Data quality - Data Sharing - Genes - Information management - Knowledge based systems - Life cycle - Life cycle assessment - Metadata - Publishing - Quality control","Bio-imaging - Biological imaging - Complex cellular systems - Data Sharing - Human health - Image data - Life-sciences - Molecular insights - Personalized therapies - Reuse","101.7.1 Genetic Engineering - 102.1 Medicine - 746 Imaging Techniques - 801.1 Biochemistry - 903 Information Science - 903.2 Information Dissemination - 913.1 Production Engineering - 913.3 Quality Assurance and Control - 1101.1 Expert Systems - 1105 Computer Networks - 1106 Computer Software, Data Handling and Applications - 1106.2 Data Handling and Data Processing - 1106.2.1 Data Mining - 1502.1 Environmental Impact and Protection","",,,,,"Compendex","Compilation and indexing terms, Copyright 2026 Elsevier Inc.","Engineering Village"
"Optimising large-scale solar-based distributed energy generation systems in high-density urban areas: An integrated approach using geospatial and techno-economic modelling","Gonzalez-Carreon, K.M. (1, 2); García Kerdan, I. (3) ","(1) Universidad Nacional Autonoma de Mexico, Faculty of Engineering, Mexico (2) University of Southampton - Boldrewood Innovation Campus, Faculty of Engineering and Physical Sciences, United Kingdom (3) Tecnológico de Monterrey, School of Engineering and Science, Mexico ","Energy","","Elsevier B.V., Netherlands","v 327","136425","1 Jul. 2025","","","1873-6785","","","10.1016/j.energy.2025.136425","","","","","Distributed Energy Systems (DES) can potentially reduce carbon emissions in urban areas; however, there is a need for more planning frameworks tailored to high-density urban areas with specific geographical and urban form conditions. This study proposes a methodology that integrates technical and economic criteria for assessing the feasibility of large-scale photovoltaic projects for DES in high-density residential areas over 15-years planning horizon. The objective is to address the challenge of integrating geospatial data and techno-economic criteria to optimise the utilisation of roof space for the installation of photovoltaic systems in urban areas. The authors propose an integral methodology that combines geospatial analysis with energy optimisation modelling to provide realistic energy planning solutions. Additionally, a weighted decision matrix evaluates key variables and determine the optimal scenario. The framework is applied to a case study of the Benito Juarez borough, a 27 km2 area in Mexico City, using 2019 as a base year. Results suggest that initially, installing systems in medium-sized buildings (3-10 floors) is advantageous starting in 2024, while installation for houses (1-2 floors) should begin by 2029. By utilising less than 10 % of the available roof area, a maximum installed capacity of 311 MW with 25 % energy autonomy is possible, while to reach 90 % autonomy, it is necessary to consider a system with storage capabilities. The implementation could represent applicable solutions, for instance, up to 5 % of the total installed capacity of the region's power system, allowing for a significant reduction of CO2 emissions and energy prices. The methodology offers a practical and systematic approach to assessing the best technological options for large-scale solar distributed systems in highly dense urban areas by considering geographical and technical constraints. Furthermore, the framework's multicriteria value analysis can help decision-makers weigh various options' pros and cons and make informed decisions. All rights reserved Elsevier.","83",,"building integrated photovoltaics - buildings (structures) - decision making - distributed power generation - geographic information systems - optimisation - power generation economics - power generation planning","available roof area - CO2/bin - dense urban areas - distributed energy generation systems - energy optimisation modelling - energy prices - geospatial data - high-density residential areas - high-density urban areas - integral methodology - integrated approach - large-scale photovoltaic projects - large-scale solar distributed systems - maximum installed capacity - medium-sized buildings - Mexico City - photovoltaic systems - planning frameworks - realistic energy planning solutions - specific geographical form conditions - techno-economic criteria - techno-economic modelling - urban form conditions","B0260 Optimisation techniques - B8110D Power system planning and layout - B8110B Power system management, operation and economics - B8120K Distributed power generation - B8250 Solar power stations and photovoltaic power systems - B8420 Solar cells and arrays - A8620Q Buildings (energy utilisation) - A8630J Photoelectric conversion; solar cells and arrays","H02S - H02J3/38","Practical (PRA)",,,,"Inspec","Copyright 2025, The Institution of Engineering and Technology","Engineering Village"
"Models of Opinion Dynamics with Random Parametrisation","Toth, Gabor (1) ","(1) IIMAS-UNAM, Escolar 3000, C.U., Coyoacï¿œn, Mexico City; 04510, Mexico ","arXiv","","arXiv","","","June 23, 2025","","2025","","23318422","","10.48550/arXiv.2211.13601","","","","","We analyse a generalisation of the Galam model of binary opinion dynamics in which iterative discussions take place in local groups of individuals and study the effects of random deviations from the group majority. The probability of a deviation or flip depends on the magnitude of the majority. Depending on the values of the flip parameters which give the probability of a deviation, the model shows a wide variety of behaviour. We are interested in the characteristics of the model when the flip parameters are themselves randomly selected, following some probability distribution. Examples of these characteristics are whether large majorities and ties are attractors or repulsors, or the number of fixed points in the dynamics of the model. Which of the features of the model are likely to appear? Which ones are unlikely because they only present as events of low probability with respect to the distribution of the flip parameters? Answers to such questions allow us to distinguish mathematical properties which are stable under a variety of assumptions on the distribution of the flip parameters from features which are very rare and thus more of theoretical than practical interest. In this article, we present both exact numerical results for specific distributions of the flip parameters and small discussion groups and rigorous results in the form of limit theorems for large discussion groups. Small discussion groups model friend or work groups – people that personally know each other and frequently spend time together. Large groups represent scenarios such as social media or political entities such as cities, states, or countries.MSC Codes 91D30, 91B12, 60F05 Copyright © 2025, The Authors. All rights reserved.","35","Copyrights","Dynamics - Group theory - Information systems - Probability distributions - Random variables","Contrarianism - Discussion Groups - Galam's model - Generalisation - Hierarchical voting - Limit theorem - Local groups - Opinion dynamics - Parametrizations - Random parameters","902.3 Legal Aspects - 903.2 Information Dissemination - 903.3 Information Retrieval and Use - 1201.1 Algebra and Number Theory - 1201.8 Discrete Mathematics and Combinatorics, Includes Graph Theory, Set Theory - 1202.1 Probability Theory - 1301.1.1 Mechanics - 1301.7 Statistical and Nonlinear Physics","",,,,,"Compendex","Compilation and indexing terms, Copyright 2026 Elsevier Inc.","Engineering Village"
"Federated Learning for Enhanced Medical Image Analysis","Lakrouni, S. (1); Bah, S. (1); Sebgui, M. (1) ","(1) University Mohammed V in Rabat, Smart Communication Research Team Mohamedia School of Engineers, Morocco ","Networked Systems: 12th International Conference, NETYS 2024, Proceedings. Lecture Notes in Computer Science (14783)","","Springer Nature, Berlin, Germany","","157-70","2024","","","","","978-3-031-67321-4","10.1007/978-3-031-67321-4_10","","International Conference on Networked Systems","2024","Rabat, Morocco","As artificial intelligence (AI) algorithms continue to advance, researchers have leveraged deep neural networks to address a range of challenges in the medical field. These models require a large-scale dataset and high-quality annotated data for model generalization, which is a major challenge in imaging data due to their limited availability in healthcare institutions. Additionally, it is primarily challenging to work with private patient data and share it with an external entity due to the privacy concerns. These challenges of the traditional centralized learning have led to a more efficient decentralized approach. This approach involves training with a diverse range of data from various domains, which are required to enhance model performance. Hence, many researchers have adopted Federated learning as an emerging paradigm to collaboratively train a machine learning model among multiple healthcare institutions without sharing their local private data. However, medical datasets are sourced from different medical institutions; hence they are often acquired by different protocols, scanner types, data modalities, and from different patient populations. Thus, it is inherently heterogeneous which degrades the global model performance in the federated setting. In this paper, we explore the key motivation for using federated learning in the healthcare field and discuss the challenges posed by the diversity and data heterogeneity of medical data from various institutions. Additionally, we present recent works that help mitigate the non-iid data issue in federated learning. Furthermore, we empirically evaluate the federated learning algorithms alongside centralized learning and one site learning using a benchmark medical dataset. Our analysis demonstrates that the adoption of advanced methods in FL enables us to effectively mitigate the data heterogeneity issue while leveraging data privacy and large-scale datasets within the medical domain.","26",,"data privacy - deep learning (artificial intelligence) - health care - medical image processing - medical information systems","artificial intelligence algorithms - benchmark medical dataset - data heterogeneity issue - data issue - data modalities - deep neural networks - different medical institutions - different patient populations - enhanced medical image analysis - federated learning - federated learning algorithms - federated setting - healthcare field - large-scale datasets - leveraging data privacy - local private data - machine learning model - medical data - medical datasets - medical domain - medical field - model generalization - multiple healthcare institutions - private patient data - traditional centralized learning","C5260B Computer vision and image processing techniques - C6130S Data security - B6135 Optical, image and video signal processing - C6260 Machine learning (artificial intelligence) - C6264 Neural nets - C7140 Medical administration - C7330 Biology and medical computing - B7510 Biomedical measurement and imaging - A8760 Medical and biomedical uses of fields, radiations, and radioactivity; health physics - A8770E Patient diagnostic methods and instrumentation","G01N33/48 - G06T - G06F21/00 - G06N20/00 - G06N3/02 - G06Q50/22 - G16H10/60 - G16B","Practical (PRA)",,,,"Inspec","Copyright 2025, The Institution of Engineering and Technology","Engineering Village"
